#,Name,Name (Default Variant),Image,Icon,Source,Rarity Group,Reorderable,Buy Price (Bells),Buy Price (Medals),Sell Price (Re-Tail),Sell Price (Nooklings),Sell Price (Leila),Type,Size,Wall-Mounted,Surface,Placeable on Surfaces,Can Trash,Can Be Walked On,Interactivity,Animated,Sound,HHA Base Points,HHA Series,HHA Series Type,HHA Theme Challenge,Color 1,Color 2,When HHA Lucky,Fashion,Catalog Keyword,Consumable,Customizable,Customization Cost,Total Variant Count,Body Variant Count,Customizable Body Name,Pattern Variant Count,Customizable Pattern Name,Ore Variant Count,Customization Ores,Notes,Name (1.0),Name (English EU),Name (Japanese),Name (Spanish NA),Name (Spanish EU),Name (French NA),Name (French EU),Name (German),Name (Italian),Name (Korean),# (EN-EU),# (JP),# (ES-NA),# (ES-EU),# (FR-NA),# (FR-EU),# (GER),# (ITA),# (KOR),Version Added,Buy Price (Internal),Hex ID (1.0),Hex ID (1.4),Model Filename,New To Series,Name (GCN),Name (WW),Name (CF),Name (NH),Name (HHD),Name (PC)
0471,exotic table,exotic table (Brown),,,Nooklings,A,Yes,"2,300",-,575,460,-,Table,2x1,No,Yes,No,,,,,,151,exotic,Series,Harmonious,brown,brown,-,iconic,,No,Yes,230,2,2,the furniture color,1,-,-,-,,-,-,アジアなテーブル,mesa exótica,mesa exótica,table teck,table teck,Orient-Tisch,tavolo esotico,아시아 테이블,0471,0090,0983,0983,1569,1569,1045,1512,0928,1.0,2300,293A,29E4,rmk_asi_tableM,No,,,,,,exotic table
0472,exotic wall shelf,exotic wall shelf (Brown),,,Nooklings,-,Yes,"2,400",-,600,480,-,-,1x1,Yes,No,No,,,,,,151,exotic,Series,Harmonious,brown,brown,-,iconic,,No,Yes,240,2,2,the furniture color,1,-,-,-,,-,-,アジアなウォールシェルフ,estan. pared exótico,estan. pared exótico,étagère mur teck,étagère mur teck,Orient-Wandregal,mensola esotica,아시아 벽걸이 쉘프,0472,0086,0575,0573,0635,0632,1048,0770,0922,1.0,2400,293F,29E9,rmk_asi_wall,Yes,,,,,exotic wall shelf,-
0473,exotic wardrobe,exotic wardrobe (Brown),,,Nooklings,A,Yes,"2,180",-,545,436,-,Closet,1x1,No,No,No,,,Storage,Press,Press,151,exotic,Series,Harmonious,brown,brown,-,iconic,,No,Yes,218,2,2,the furniture color,1,-,-,-,,-,-,アジアなクロゼット,armario exótico,armario exótico,armoire teck,armoire teck,Orient-Schrank,armadio esotico,아시아 옷장,0473,0087,0063,0063,0059,0059,1043,0062,0924,1.0,2180,2937,29E1,rmk_asi_chestC,No,,,,,,-
0474,extinguisher,extinguisher,,,Nooklings,D,Yes,"1,300",-,325,260,-,-,1x1,No,No,No,,,,,,151,-,-,Sci-Fi,red,red,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,しょうかき,extintor,extintor,extincteur,extincteur,Feuerlöscher,estintore,소화기,0474,0708,0616,0614,0650,0648,0400,0438,0785,1.0,1300,2BB4,2C5E,int_oth_extinguisher,No,,,,extinguisher,,extinguisher
0475,fairy bottle,fairy bottle,,,Medli's RV,-,No,-,-,"3,000",-,-,-,1x1,No,No,Yes,,,,,,300,-,-,Toy Shop,white,pink,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,ようせいのビン,hada en una botella,hada en una botella,fée en flacon,fée en flacon,Feenflasche,ampolla della fata,요정 보틀,0475,1602,0698,0701,0676,0674,0369,0019,1045,1.4,12000,-,3081,int_zld_bottle,Yes,,,,,,-
0476,fan,fan,,,Nooklings,D,Yes,"1,200",-,300,240,-,-,1x1,No,No,No,,,,,,151,-,-,Sci-Fi,green,aqua,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,せんぷうき,ventilador,ventilador,ventilateur,ventilateur,Ventilator,ventilatore,선풍기,0476,0844,1723,1721,1705,1705,1610,1714,0768,1.0,1200,2BD1,2C7B,int_oth_fan,No,,,,fan,,-
0477,fan palm,fan palm,,,Garden Shop,-,Yes,"1,300",-,325,260,-,Plant,1x1,No,No,No,,,-,-,-,199,house plant,Set,Rustic,green,brown,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,ヤマドリヤシ,palmera,palmera,palmier d'Arec,palmier d'Arec,Fächerpalme,palma cinese,아레카야자,0477,1577,1156,1157,1153,1151,0361,0915,0916,1.0,1300,2B35,2BDF,int_plt_yamadori,No,,,,fan palm,,fan palm
0478,fancy display case,fancy display case (Brown),,,Bitty's RV,-,No,-,-,"1,200",960,-,-,2x1,No,Yes,No,,,,,,151,-,-,-,brown,brown,-,ornate,,No,Yes,480,6,6,the body color,1,-,-,-,,-,-,こうきゅうショーケース,vitrina antigüedades,vitrina antigüedades,vitrine luxueuse,vitrine luxueuse,Edelvitrine,teca antica,고급 진열대,0478,0555,1731,1729,1723,1723,0304,1565,0098,1.4,4800,-,2F71,rmk_shp_highclasscase,No,,,,,fancy display case,-
0479,fancy display stand,fancy display stand (Beige),,,Campground Shop,-,No,-,-,700,560,-,-,1x1,No,Yes,No,,,,,,151,-,-,-,beige,beige,-,ornate,,No,Yes,280,3,3,the body color,1,-,-,-,,-,-,こうきゅうなちんれつだい,expositor ostentoso,expositor ostentoso,socle expo chic,socle expo chic,Edelauslage,espositore antico,화려한 진열대,0479,0556,0613,0611,1431,1430,0300,0429,1699,1.4,2800,-,2FB0,rmk_shp_tbl_hi,No,,,,,fancy display stand,-
0480,fancy doll,fancy doll,,,Nooklings,D,Yes,"1,400",-,350,280,-,Doll,1x1,No,No,Yes,,,,,,151,-,-,Fairy Tale / Quirky,aqua,white,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,フランスにんぎょう,muñeca de princesa,muñeca de princesa,poupée de princesse,poupée de princesse,Barockpuppe,bambola principessa,프랑스 인형,0480,1365,1113,1112,1314,1312,0125,0121,1569,1.0,1400,2C4E,2CF8,int_oth_doll_frc,Yes,,,,,fancy doll,fancy doll
0481,fancy frame,fancy frame (Flower),,,Museum Shop,-,Yes,"10,000",-,"2,500","2,000",-,-,2x1,Yes,No,No,,,,,,199,museum,Set,Antique,yellow,red,-,official,,No,Yes,1000,2,1,-,2,the painting,-,-,,-,-,ごうかながくぶち,marco recargado,marco recargado,cadre luxueux,cadre luxueux,Prunkbilderrahmen,cornice lussuosa,호화로운 액자,0481,0549,0925,0922,0254,0252,1154,0378,1686,1.0,10000,2C26,2CD0,rmk_mse_frame,Yes,,,,fancy frame,fancy frame,-
0482,fancy tea set,fancy tea set (Yellow),,,Sandy's RV,-,No,-,-,"2,000","1,600",-,-,1x1,No,No,Yes,,,,,,151,-,-,Antique,yellow,yellow,-,ornate,,No,Yes,800,4,4,the body color,1,-,-,-,,-,-,ごうかなティーセット,juego de té pomposo,juego de té pomposo,service fantaisie,service fantaisie,Pracht-Tee-Set,servizio da tè,호화로운 티 세트,0482,0551,0745,0745,1408,1406,1145,1280,1688,1.4,8000,-,2EF1,rmk_oth_teaset,No,,,,fancy tea set,fancy tea set,fancy tea set
0483,fedora chair,fedora chair,,,Nintendo Zone,-,No,-,-,800,640,-,Seat,1x1,No,No,No,,,Sit,-,Sit,300,-,-,Trendy,black,white,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,なかおれぼうのイス,taburete sombrero,taburete sombrero,chaise borsalino,chaise borsalino,Filzhut-Stuhl,sedia fedora,중절모 의자,0483,1090,1572,1572,0342,0341,0403,1209,1212,1.0,3200,2C1A,2CC4,int_oth_fedora_chairL,No,,,,,,-
0484,Felyne Guardian,Felyne Guardian,,,Felyne's RV,-,No,-,-,"3,000",-,-,-,2x2,No,No,No,,,,,,300,-,-,Toy Shop,gray,red,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,ねこじぞう,estatua Felyne,estatua Felyne,statue Felyne,statue Felyne,Felyne-Statue,statua Felyne,고양이 파수꾼,0484,1119,0601,0599,1455,1455,0370,1400,0101,1.4,12000,-,3022,int_mnh_nekozizou,No,,,,,Felyne Guardian,-
0485,female mask,female mask,,,Nooklings,-,Yes,"1,600",-,400,320,-,-,1x1,Yes,No,No,,,,,,151,-,-,Harmonious / Antique / Quirky,white,white,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,おんなののうめん,máscara de mujer,máscara de mujer,masque de femme,masque de femme,Frauenmaske,maschera muro donna,여자 도깨비 가면,0485,0274,0927,0924,1054,1053,0418,0757,0992,1.0,1600,2CD6,2D80,int_noh_woman,Yes,,,,,female mask,-
0486,festival lantern,festival lantern (White with red kanji),,,Nooklings,-,Yes,900,-,225,180,-,Light,1x1,Yes,No,No,,,Toggle,Light,Press,151,-,-,Harmonious,white,white,-,iconic,,No,Yes,90,3,1,-,3,the lantern,-,-,,-,-,ちょうちん,farolillo oriental,farolillo oriental,lampion blanc,lampion blanc,Lampion,lanterna giapponese,초롱,0486,0966,0624,0622,0926,0924,0838,0626,1254,1.0,900,2CCD,2D77,rmk_jpn_lantern,Yes,,,,,festival lantern,-
0487,festive candle,festive candle,,,Nooklings,-,Yes,"1,600",-,400,320,-,Light,1x1,No,No,Yes,,,Toggle,Light,Press,451,-,-,-,colorful,orange,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,おまつりのろうそく,candelabro festivo,candelabro festivo,chandelier de fête,chandelier de fête,Kerzenleuchter,candela festiva,축제 촛불,0487,0262,0368,0366,0400,0399,0713,0229,1267,1.0,1600,2BF6,2CA0,int_oth_kcandle,No,,,,,,-
0488,festive flag,festive flag,,,Nooklings,-,Yes,680,-,170,136,-,-,1x1,No,No,Yes,,,,,,451,-,-,-,colorful,colorful,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,おまつりのはた,bandera festiva,bandera festiva,fanion de fête,fanion de fête,Festfahne,bandiera festiva,축제 깃발,0488,0261,0146,0143,0654,0652,0381,0139,1266,1.0,680,2BF5,2C9F,int_oth_kflag,No,,,,,,-
0489,festive tree,festive tree,,,Nooklings,-,Yes,"1,300",-,325,260,-,-,1x1,No,No,No,,,,,,451,-,-,Rustic / Toy Shop,green,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,かわいいクリスマスツリー,arbolito festivo,arbolito festivo,sapin,sapin,Tannenbäumchen,alberello festivo,귀여운 크리스마스트리,0489,0377,0038,0038,1384,1382,1530,0006,0129,1.0,1300,2BF4,2C9E,int_oth_Xmas_S,No,,,,festive tree,,-
0490,festive wreath,festive wreath,,,Jingle,-,No,-,-,320,-,-,-,1x1,Yes,No,No,,,,,,1224,-,-,Toy Shop,green,green,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,クリスマスリース,corona festiva,corona festiva,couronne de sapin,couronne de sapin,Festtagskranz,ghirlanda festiva,크리스마스 리스,0490,0498,0514,0512,0541,0540,0386,0510,1377,1.0,1280,2C0B,2CB5,int_oth_wreathe,No,,,,festive wreath,,-
0491,file cabinet (L),file cabinet (L),,,Cleo's RV,-,No,-,-,700,560,-,-,2x1,No,No,No,,,,,,151,-,-,-,gray,colorful,-,official,,No,No,-,1,1,-,1,-,-,-,,-,-,ファイルキャビネットL,archivador grande,archivador grande,armoire à classeurs,armoire à classeurs,Aktenschrank L,archivio grande,서류 캐비닛L,0491,1327,0041,0041,0024,0024,0035,0033,0753,1.4,2800,-,2F1B,int_ofc_cabinetL,No,,,,tall file cabinet,file cabinet (L),file cabinet (L)
0492,file cabinet (M),file cabinet (M),,,Murphy's RV,-,No,-,-,300,240,-,-,1x1,No,Yes,No,,,,,,151,-,-,-,gray,colorful,-,official,,No,No,-,1,1,-,1,-,-,-,,-,-,ファイルキャビネットM,archivador mediano,archivador mediano,placard à classeurs,placard à classeurs,Aktenschrank M,archivio medio,서류 캐비닛M,0492,1328,0042,0042,1239,1237,0036,0034,0754,1.4,1200,-,2F1C,int_ofc_cabinetM,No,,,,short file cabinet,file cabinet (M),file cabinet (M)
0493,Fire Bar,Fire Bar,,,Fortune,-,No,-,-,210,-,-,-,1x1,No,No,No,,,,,,151,Mario,Theme,Toy Shop,brown,red,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ファイアバー,barrera de fuego,barrera de fuego,barre de feu,barre de feu,Feuerbarriere,barra infuocata,파이어바,0493,1325,0165,0162,0128,0127,0397,0149,1488,1.0,840,2BE2,2C8C,int_smb_Fbar,No,,,fire bar,,,Fire Bar
0494,Fire Flower,Fire Flower,,,Fortune,-,No,-,-,210,-,-,-,1x1,No,No,Yes,,,,,,151,Mario,Theme,Toy Shop,white,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ファイアフラワー,flor de fuego,flor de fuego,fleur de feu,fleur de feu,Feuerblume,fiore di fuoco,파이어플라워,0494,1326,0648,0649,0700,0698,0398,0464,1489,1.0,840,2BDB,2C85,int_smb_fireflower,No,,,fire flower,Fire Flower,,Fire Flower
0495,fire hydrant,fire hydrant,,,Nooklings,A,Yes,960,-,240,192,-,-,1x1,No,No,No,,,,,,151,-,-,-,red,red,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,しょうかせん,boca de incendio,boca de incendio,borne d'incendie,borne d'incendie,Hydrant,idrante,소화전,0495,0709,0208,0205,0189,0187,0629,0534,0786,1.0,960,2BB5,2C5F,int_oth_fireplug,No,,,,fire hydrant,,-
0496,firefly lamp,firefly lamp,,,Nat,-,No,-,-,450,360,-,Light,1x1,No,No,No,,,Toggle,Light,Press,651,insect,Set,Toy Shop,green,yellow,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ホタルランプ,lámpara luciérnaga,lámpara luciérnaga,lampe luciole,lampe luciole,Leuchtkäferlampe,lampada lucciola,반디 램프,0496,1422,0796,0796,0892,0890,0861,0597,0579,1.0,1800,2CDC,2D86,int_isc_lamp,Yes,,,,,firefly lamp,-
0497,fireplace,fireplace,,,Nooklings,B,Yes,"2,200",-,550,440,-,-,2x1,No,Yes,No,,,,,,151,-,-,-,brown,brown,-,historical,,No,No,-,1,1,-,1,-,-,-,,-,-,だんろ,chimenea,chimenea,cheminée,cheminée,Kamin,caminetto,난로,0497,0942,0422,0420,0426,0425,0667,0221,0196,1.0,2200,2B9A,2C44,int_kmk_fireplace,No,,,,fireplace,,fireplace
0498,firewood,firewood,,,Campground Shop,-,No,-,-,300,240,-,-,1x1,No,No,Yes,,,,,,151,-,-,Rustic,brown,brown,-,historical,,No,No,-,1,1,-,1,-,-,-,,-,-,まき,leña,pila de leña,tas de bûches,tas de bûches,Feuerholz,legna da ardere,장작,0498,1464,0847,1205,1606,1606,0399,0656,1153,1.4,1200,-,2EDD,int_oth_fagot,No,,,,firewood,firewood,firewood
0499,fireworks table,fireworks table,,,DLC,-,Yes,"4,320",-,"1,080",864,-,Table,2x2,No,Yes,No,,,,,,300,-,-,-,brown,colorful,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,はなびテーブル,mesa pirotécnica,mesa pirotécnica,table feu d'artifice,table feu d'artifice,Feuerwerkstisch,tavolo fuoco d'art.,불꽃놀이 테이블,0499,1215,1014,1014,1530,1530,0402,1517,0676,1.0,4320,2E16,2EC0,int_mon_08,Yes,,,,,fireworks table,fireworks table
0500,first-aid kit,first-aid kit,,,Raddle's RV,-,No,-,-,300,240,-,-,1x1,No,No,Yes,,,,,,151,-,-,Sci-Fi,brown,colorful,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,きゅうきゅうばこ,botiquín,botiquín,trousse de soins,trousse de soins,Erste-Hilfe-Kasten,kit pronto soccorso,구급상자,0500,0428,0223,0221,1688,1688,0356,0552,0126,1.4,1200,-,2F06,int_oth_kusuribox,No,,,,first-aid kit,first-aid kit,first-aid kit
0501,fish and chips,fish and chips,,,Piper's RV,-,No,-,-,300,240,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,orange,white,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,フィッシュアンドチップス,pescado con papas,fish and chips,fish and chips,fish and chips,Fischteller,piatto di fritti,피시 앤 칩스,0501,1332,1186,0646,0696,0694,0407,0973,1589,1.4,1200,-,2FDB,int_oth_fishandchips,Yes,,,,fish and chips,,fish and chips
0502,fish grill,fish grill,,,Igloo Campers,-,Yes,"2,800",-,700,560,-,-,1x1,No,No,No,,,,,,451,-,-,Harmonious,gray,gray,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,しちりん,grill para pescado,grill para pescado,gril à poissons,gril à poissons,Holzkohlengrill,griglia per pesce,풍로,0502,0658,0690,0693,0740,0738,0614,0526,1555,1.0,2800,2C5D,2D07,int_jpn_stove,Yes,,,,,fish grill,-
0503,fish on a board,fish on a board (Carp),,,Campground Shop,-,No,-,-,400,320,-,-,1x1,No,No,Yes,,,,,,151,-,-,-,gray,brown,-,basic,,No,Yes,160,3,3,the fish,1,-,-,-,,-,-,まないたのうえのコイ,tabla cortar pescado,tabla cortar pescado,poisson sur planche,poisson sur planche,Fischschneidebrett,pesce su tagliere,도마 위 잉어,0503,1479,1543,1543,1277,1275,0405,0953,0300,1.4,1600,-,2F31,rmk_oth_manaitafish,Yes,,,,carp on a cutting board,,fish on a board
0504,five lamp,five lamp (White),,,Spotlight,-,Yes,"5,500",-,"1,375","1,100",-,Light,1x1,No,No,Yes,,,Toggle,Light,Press,351,-,-,Trendy,white,white,-,cute,,No,Yes,550,7,7,the number color,1,-,-,-,,-,-,5のランプ,lámpara cinco,lámpara cinco,lampe 5,lampe 5,„5“-Lampe,lampada a 5,5 램프,0504,0011,0770,0770,0861,0859,0007,0563,0014,1.0,5500,2DFE,2EA8,rmk_nmb_5,Yes,,,,,five lamp,-
0505,flashy-flower sign,flashy-flower sign,,,Nooklings,B,Yes,"1,200",-,300,240,-,-,1x1,No,No,No,,,,,,151,-,-,Harmonious,colorful,colorful,-,iconic,,No,No,-,1,1,-,1,-,-,-,,-,-,はなわ,cartel florido,cartel florido,panneau fleuri,panneau fleuri,Blumengesteck,decor. inaugurazioni,화환,0505,1216,0395,0394,1174,1172,0166,0402,1710,1.0,1200,2CB8,2D62,int_oth_wreath,Yes,,,,flashy-flower sign,flashy-flower sign,flashy-flower sign
0506,flat display case,flat display case (White pedestal - Book),,,Museum Shop,-,Yes,"2,500",-,625,500,-,Table,2x1,No,No,No,,,,,,199,museum,Set,Trendy,white,beige,-,official,,No,Yes,250,8,2,the pedestal,4,the display item,-,-,,-,-,ひらたいてんじケース,expositor horizontal,expositor horizontal,vitrine horizontale,vitrine horizontale,Tischvitrine,espositore orizz.,넓적한 전시 케이스,0506,1317,0611,0609,1722,1722,1567,0434,0221,1.0,2500,2C22,2CCC,rmk_mse_case01,Yes,,,,,flat display case,flat display case
0507,flat-screen TV,flat-screen TV,,,Nooklings,C,Yes,"4,800",-,"1,200",960,-,-,2x1,No,No,Yes,,,,,,151,-,-,Trendy / Sci-Fi,black,black,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,うすがたテレビ,tele plana,tele plana,télé à écran plat,télé à écran plat,Flachbildfernseher,TV a schermo piatto,평면 TV,0507,0154,1621,1620,1614,1614,0408,1653,1532,1.0,4800,2C87,2D31,int_oth_flat_tv,Yes,,,,,flat-screen TV,flat-screen TV
0508,floor light,floor light (White),,,Sprocket's RV,-,No,-,-,500,400,-,-,1x1,No,No,No,,,,,,151,-,-,Trendy,white,white,-,modern,,No,Yes,200,7,7,the light color,1,-,-,-,,-,-,グランドライト,punto de luz suelo,punto de luz suelo,spot de sol,spot de sol,Fußboden-Spot,faretto da pavimento,바닥 조명,0508,0485,1260,1263,1445,1444,0441,0440,0562,1.4,2000,-,2FB3,rmk_oth_grandlight,No,,,,floor light,floor light,-
0509,floor monitor,floor monitor,,,Sprocket's RV,-,No,-,-,500,400,-,-,1x1,No,No,No,,,,,,151,-,-,-,black,black,-,modern,,No,No,-,1,1,-,1,-,-,-,,-,-,フロアモニター,monitor de escenario,monitor de escenario,enceinte retour,enceinte retour,Bühnenmonitor,spia da palcoscenico,플로어 모니터,0509,1387,1091,1090,0590,0589,0199,1384,1584,1.4,2000,-,2FF0,int_oth_flrmonitor,No,,,,floor monitor,floor monitor,floor monitor
0510,floor seat,floor seat (Light brown - Red),,,Kapp'n's RV,-,No,-,-,400,320,-,Seat,1x1,No,No,No,,,Sit,-,Sit,151,-,-,-,brown,red,-,historical,,No,Yes,160,15,3,the chair color,5,the cushion,-,-,,-,-,ざいす,silla sin patas,silla sin patas,chaise au sol,chaise au sol,Bodensitz,sedia giapponese,좌식 의자,0510,0623,1472,1472,0336,0335,0173,1216,1198,1.4,1600,-,3008,rmk_jpn_zaisu,No,,,,floor seat,floor seat,floor seat
0511,florence flask,florence flask,,,Nooklings,D,Yes,"1,600",-,400,320,-,-,1x1,No,No,Yes,,,,,,151,mad scientist,Theme,Sci-Fi / Quirky,green,gray,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,おおきなフラスコ,psicofrasco,psicofrasco,alambic,alambic,Rundkolben,ampolla,큰 플라스크,0511,0213,1251,1254,0007,0007,1273,0018,1392,1.0,1600,2A9A,2B44,int_mad_flask,No,,,,,,florence flask
0512,flounder table,flounder table,,,Chip,-,No,-,-,600,480,-,Table,2x2,No,Yes,No,,,,,,651,fish,Set,Toy Shop,green,green,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ヒラメいたテーブル,mesa rodaballo,mesa rodaballo,table cardeau,table cardeau,Flundertisch,tavolo sogliola,넙치 테이블,0512,1319,1024,1023,1495,1495,0413,1553,0222,1.0,2400,2CE9,2D93,int_fis_tableL01,Yes,,,,,flounder table,-
0513,flower bed,flower bed,,,Campground Shop,-,No,-,-,700,560,-,Plant,2x1,No,No,No,,,-,-,-,151,-,-,Rustic,brown,colorful,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,かだん,parterre,parterre,parterre de fleurs,parterre de fleurs,Blumenbeet,aiuola,화단,0513,0325,1174,1177,1199,1197,0165,0005,1692,1.4,2800,-,2F47,int_oth_flowerbed,No,,,,flower bed,flower bed,flower bed
0514,flower bouquet,flower bouquet,,,Leif,-,No,-,-,450,-,-,Plant,1x1,No,No,Yes,,,-,-,-,751,-,-,Rustic,pink,yellow,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,はなたば,ramo de flores,ramo de flores,bouquet fleuri,bouquet fleuri,Blumenstrauß,bouquet di fiori,꽃다발,0514,1213,1273,1276,0204,0202,0169,0197,0178,1.0,1800,2C1E,2CC8,int_oth_hanataba,No,,,,,,-
0515,flower chair,flower chair (Pink),,,Nooklings,D,Yes,"1,400",-,350,280,-,Seat,1x1,No,No,No,,,Sit,-,Sit,151,flower,Set,Rustic / Fairy Tale,red,green,-,cute,,No,Yes,140,5,5,the flower color,1,-,-,-,,-,-,おはなのイス,silla flor,silla flor,chaise fleur,chaise fleur,Blümchenstuhl,sedia fiore,꽃 의자,0515,0249,1438,1438,0366,0365,0163,1210,0173,1.0,1400,2B1F,2BC9,rmk_flc_chairS,No,,,"tulip chair, iris chair, daffodil chair",,,-
0516,flower display case,flower display case (Silver),,,Campground Shop,-,No,-,-,"1,000",800,-,-,2x1,No,No,No,,,,,,151,-,-,-,colorful,gray,-,basic,,No,Yes,400,4,4,the body color,1,-,-,-,,-,-,フラワーショーケース,vitrina floristería,vitrina floristería,vitrine de fleurs,vitrine de fleurs,Blumenvitrine,vetrinetta fiori,꽃 진열대,0516,1364,1736,1734,1720,1720,0170,1722,0174,1.4,4000,-,2F3E,rmk_oth_flowercase,No,,,,flower display case,flower display case,flower display case
0517,flower table,flower table (Pink),,,Nooklings,A,Yes,"1,900",-,475,380,-,Table,1x1,No,Yes,No,,,,,,151,flower,Set,Rustic / Fairy Tale,red,green,-,cute,,No,Yes,190,5,5,the flower color,1,-,-,-,,-,-,おはなテーブル,mesa flor,mesa flor,table fleur,table fleur,Blümchentisch,tavolo fiore,꽃 테이블,0517,0248,0985,0985,1531,1531,0164,1513,0175,1.0,1900,2B20,2BCA,rmk_flc_tableS,No,,,"tulip table, iris table, daffodil table",,,-
0518,flower wreath,flower wreath (White beige),,,Campground Shop,-,No,-,-,400,320,-,Plant,1x1,Yes,No,No,,,-,-,-,151,-,-,Rustic,beige,green,-,cute,,No,Yes,160,4,4,the flower color,1,-,-,-,,-,-,はなのリース,adorno floral,adorno floral,couronne de fleurs,couronne de fleurs,Blumenkranz,ghirlanda,꽃 리스,0518,1214,0005,0005,0540,0539,0168,0509,0172,1.4,1600,-,2F5E,rmk_oth_freathe,No,,,,,flower wreath,-
0519,flying saucer,flying saucer,,,Nooklings,D,Yes,"2,400",-,600,480,-,-,2x2,No,No,No,,,,,,151,space,Theme,Sci-Fi / Toy Shop,gray,yellow,-,flashy,,No,No,-,1,1,-,1,-,-,-,,-,-,そらとぶえんばん,platillo volante,platillo volante,soucoupe volante,soucoupe volante,UFO,disco volante,하늘 나는 원반,0519,0854,1228,1227,1439,1438,1597,0406,1600,1.0,2400,2A66,2B10,int_uvs_ufo,No,,,,flying saucer,,flying saucer
0520,folding chair,folding chair (Blue),,,Nooklings,B,Yes,600,-,150,120,-,Seat,1x1,No,No,No,,,Sit,-,Sit,151,-,-,-,aqua,gray,-,official,,No,Yes,60,4,4,the chair color,1,-,-,-,,-,-,パイプイス,silla tijera,silla tijera,chaise pliante,chaise pliante,Klappstuhl,sedia pieghevole,강당 의자,0520,1160,1475,1475,0382,0381,0741,1234,0074,1.0,600,2AC6,2B70,rmk_sch_pipe_chairS,No,,,,folding chair,,folding chair
0521,folk guitar,folk guitar,,,Nooklings,D,Yes,"1,600",-,400,320,-,Instrument,1x1,No,No,No,,,Press,-,Press,151,guitar,Set,-,brown,brown,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,アコギターAS1,guitarra folk,guitarra folk,guitare folk,guitare folk,Folk-Gitarre,chitarra folk,어쿠스틱기타 AS1,0521,0081,0695,0698,0749,0747,0414,0304,0981,1.0,1600,2B3F,2BE9,int_gtr_Agtr01,No,,,,,,-
0522,foosball table,foosball table,,,Nooklings,C,Yes,"1,800",-,450,360,-,-,2x1,No,No,No,,,,,,151,-,-,Toy Shop,brown,colorful,-,sporty,,No,No,-,1,1,-,1,-,-,-,,-,-,テーブルサッカー,futbolín,futbolín,baby-foot,baby-foot,Kickertisch,biliardino,테이블 축구,0522,1008,0668,0670,0079,0079,0714,0170,1424,1.0,1800,2CFE,2DA8,int_oth_tablesoccer,Yes,,,,foosball table,foosball table,foosball table
0523,football-fish lamp,football-fish lamp,,,Chip,-,No,-,-,600,480,-,Light,1x1,No,No,Yes,,,Toggle,Light,Press,651,fish,Set,Toy Shop,blue,blue,-,cute,,No,No,-,1,1,-,1,-,-,-,,-,-,ちょうちんアンコウランプ,lámpara pez balón,lámpara pez balón,lampe pois. lanterne,lampe pois. lanterne,Leuchtfischlampe,lamp. pesce abissale,초롱아귀 램프,0523,0967,0814,0814,0909,0907,0860,0556,1255,1.0,2400,2CE4,2D8E,int_fis_lamp,Yes,,,,,football-fish lamp,-
0524,forklift,forklift,,,Boyd's RV,-,No,-,-,900,720,-,-,2x1,No,No,No,,,,,,151,-,-,-,black,yellow,-,basic,,No,No,-,1,1,-,1,-,-,-,,-,-,フォークリフト,montacargas,carretilla elevadora,chariot élévateur,chariot élévateur,Stapler,muletto,지게차,0524,1343,1096,0379,0410,0409,1458,0829,1216,1.4,3600,-,2F17,int_cst_forklift,No,,,,,forklift,forklift
0525,four lamp,four lamp (White),,,Spotlight,-,Yes,"4,000",-,"1,000",800,-,Light,1x1,No,No,Yes,,,Toggle,Light,Press,351,-,-,Trendy,white,white,-,cute,,No,Yes,400,7,7,the number color,1,-,-,-,,-,-,4のランプ,lámpara cuatro,lámpara cuatro,lampe 4,lampe 4,„4“-Lampe,lampada a 4,4 램프,0525,0010,0774,0774,0860,0858,0006,0562,0012,1.0,4000,2DFD,2EA7,rmk_nmb_4,Yes,,,,,four lamp,-
